Date,Open,High,Low,Close,Adj Close,Volume
2007-06-22,7977.259766,8013.600098,7925.129883,7949.629883,7949.629883,0
2007-06-25,7896.910156,7942.939941,7829.779785,7930.609863,7930.609863,0
2007-06-26,7882.390137,7904.529785,7817.390137,7860.520020,7860.520020,0
2007-06-27,7820.350098,7822.350098,7750.620117,7801.229980,7801.229980,0
2007-06-28,7847.439941,7923.589844,7847.439941,7921.359863,7921.359863,0
2007-06-29,7947.160156,8007.740234,7901.600098,8007.319824,8007.319824,0
2007-07-02,7969.270020,7981.359863,7916.470215,7958.240234,7958.240234,0
2007-07-03,7985.259766,8066.830078,7985.259766,8050.680176,8050.680176,0
2007-07-04,8057.680176,8090.220215,8055.250000,8075.259766,8075.259766,0
2007-07-05,8101.890137,8115.060059,7968.790039,7987.129883,7987.129883,0
2007-07-06,7987.120117,8048.439941,7947.069824,8048.319824,8048.319824,0
2007-07-09,8077.180176,8119.799805,8058.770020,8077.390137,8077.390137,0
2007-07-10,8081.729980,8109.709961,7934.850098,7964.759766,7964.759766,0
2007-07-11,7922.229980,7922.229980,7799.930176,7898.540039,7898.540039,0
2007-07-12,7921.759766,8053.620117,7880.919922,8053.430176,8053.430176,0
2007-07-13,8089.560059,8151.569824,8065.109863,8092.770020,8092.770020,0
2007-07-16,8101.529785,8130.720215,8074.970215,8105.689941,8105.689941,0
2007-07-17,8090.009766,8090.009766,7995.439941,8038.209961,8038.209961,0
2007-07-18,7987.520020,7990.359863,7879.140137,7893.609863,7893.609863,0
2007-07-19,7934.020020,8010.750000,7933.189941,7991.209961,7991.209961,0
2007-07-20,7986.850098,8006.229980,7864.180176,7874.850098,7874.850098,0
2007-07-23,7880.290039,7944.209961,7836.419922,7944.209961,7944.209961,0
2007-07-24,7916.359863,7933.580078,7806.229980,7806.790039,7806.790039,0
2007-07-25,7747.930176,7790.200195,7659.609863,7692.549805,7692.549805,0
2007-07-26,7708.319824,7731.169922,7506.040039,7508.959961,7508.959961,0
2007-07-27,7437.109863,7535.370117,7372.890137,7451.680176,7451.680176,0
2007-07-30,7460.709961,7503.169922,7386.600098,7456.310059,7456.310059,0
2007-07-31,7507.959961,7632.830078,7501.529785,7584.140137,7584.140137,0
2007-08-01,7472.359863,7544.700195,7396.359863,7473.930176,7473.930176,0
2007-08-02,7518.910156,7568.200195,7502.720215,7534.129883,7534.129883,0
2007-08-03,7549.819824,7566.640137,7419.839844,7435.669922,7435.669922,0
2007-08-06,7390.879883,7471.750000,7382.959961,7444.450195,7444.450195,0
2007-08-07,7481.350098,7534.930176,7459.089844,7513.660156,7513.660156,0
2007-08-08,7538.970215,7614.240234,7531.709961,7605.939941,7605.939941,0
2007-08-09,7578.120117,7581.790039,7426.049805,7453.589844,7453.589844,0
2007-08-10,7373.910156,7386.410156,7293.520020,7343.259766,7343.259766,0
2007-08-13,7380.180176,7476.700195,7380.180176,7474.330078,7474.330078,0
2007-08-14,7441.500000,7492.759766,7383.319824,7425.069824,7425.069824,0
2007-08-15,7391.479980,7470.939941,7343.250000,7445.899902,7445.899902,0
2007-08-16,7360.279785,7360.279785,7240.779785,7270.069824,7270.069824,0
2007-08-17,7241.620117,7497.649902,7190.359863,7378.290039,7378.290039,0
2007-08-20,7400.450195,7450.390137,7386.549805,7407.529785,7407.529785,0
2007-08-21,7427.520020,7469.859863,7345.129883,7424.750000,7424.750000,0
2007-08-22,7429.009766,7525.709961,7424.120117,7500.479980,7500.479980,0
2007-08-23,7560.910156,7591.520020,7511.910156,7511.959961,7511.959961,0
2007-08-24,7490.819824,7526.140137,7459.950195,7507.270020,7507.270020,0
2007-08-27,7525.589844,7541.870117,7475.950195,7485.990234,7485.990234,0
2007-08-28,7476.990234,7477.270020,7419.680176,7430.240234,7430.240234,0
2007-08-29,7383.089844,7451.970215,7353.819824,7439.180176,7439.180176,0
2007-08-30,7469.450195,7529.750000,7416.660156,7519.939941,7519.939941,0
2007-08-31,7554.600098,7659.720215,7536.779785,7638.169922,7638.169922,0
2007-09-03,7643.640137,7677.669922,7630.850098,7648.580078,7648.580078,0
2007-09-04,7635.410156,7725.339844,7595.450195,7721.770020,7721.770020,0
2007-09-05,7700.759766,7717.160156,7588.029785,7588.029785,7588.029785,0
2007-09-06,7618.339844,7644.430176,7510.770020,7621.720215,7621.720215,0
2007-09-07,7612.919922,7629.859863,7420.830078,7436.629883,7436.629883,0
2007-09-10,7437.689941,7467.450195,7369.700195,7375.439941,7375.439941,0
2007-09-11,7409.250000,7481.979980,7409.250000,7457.899902,7457.899902,0
2007-09-12,7458.680176,7477.990234,7420.660156,7472.990234,7472.990234,0
2007-09-13,7459.430176,7545.229980,7430.640137,7535.970215,7535.970215,0
2007-09-14,7514.620117,7522.120117,7445.410156,7497.740234,7497.740234,0
2007-09-17,7497.089844,7530.810059,7433.229980,7479.850098,7479.850098,0
2007-09-18,7460.040039,7588.419922,7452.000000,7575.209961,7575.209961,0
2007-09-19,7629.109863,7771.020020,7627.750000,7750.839844,7750.839844,0
2007-09-20,7728.779785,7745.250000,7696.939941,7735.089844,7735.089844,0
2007-09-21,7722.970215,7809.240234,7714.810059,7794.430176,7794.430176,0
2007-09-24,7777.200195,7797.620117,7762.049805,7787.919922,7787.919922,0
2007-09-25,7755.169922,7786.930176,7717.439941,7769.439941,7769.439941,0
2007-09-26,7797.339844,7815.490234,7788.439941,7804.149902,7804.149902,0
2007-09-27,7844.419922,7882.180176,7837.339844,7853.790039,7853.790039,0
2007-09-28,7850.939941,7880.419922,7790.229980,7861.509766,7861.509766,0
2007-10-01,7851.290039,7922.419922,7831.399902,7922.419922,7922.419922,0
2007-10-02,7937.220215,7971.129883,7924.140137,7946.790039,7946.790039,0
2007-10-03,7952.379883,7964.399902,7928.560059,7955.299805,7955.299805,0
2007-10-04,7940.649902,7966.810059,7911.859863,7944.990234,7944.990234,0
2007-10-05,7954.250000,8014.160156,7946.339844,8002.180176,8002.180176,0
2007-10-08,8008.759766,8017.770020,7968.250000,7974.370117,7974.370117,0
2007-10-09,7974.870117,8012.870117,7955.040039,7980.439941,7980.439941,0
2007-10-10,7985.979980,8009.339844,7955.930176,7986.569824,7986.569824,0
2007-10-11,7985.680176,8063.830078,7981.529785,8033.689941,8033.689941,0
2007-10-12,7995.589844,8041.259766,7974.870117,8041.259766,8041.259766,0
2007-10-15,8039.799805,8039.799805,7951.259766,7969.470215,7969.470215,0
2007-10-16,7946.120117,7964.600098,7927.779785,7962.640137,7962.640137,0
2007-10-17,7944.529785,8017.040039,7941.509766,7985.410156,7985.410156,0
2007-10-18,7997.729980,8014.560059,7906.790039,7921.399902,7921.399902,0
2007-10-19,7895.529785,7940.290039,7870.729980,7884.120117,7884.120117,0
2007-10-22,7819.279785,7819.279785,7763.640137,7794.939941,7794.939941,0
2007-10-23,7822.890137,7876.620117,7822.890137,7842.790039,7842.790039,0
2007-10-24,7842.129883,7861.270020,7807.990234,7828.959961,7828.959961,0
2007-10-25,7862.609863,7970.569824,7861.390137,7932.439941,7932.439941,0
2007-10-26,7944.339844,7970.359863,7919.200195,7949.169922,7949.169922,0
2007-10-29,7989.399902,8016.470215,7986.709961,8009.669922,8009.669922,0
2007-10-30,8004.589844,8004.589844,7966.240234,7977.939941,7977.939941,0
2007-10-31,7975.020020,8027.490234,7960.479980,8019.220215,8019.220215,0
2007-11-01,8024.410156,8038.410156,7853.759766,7880.850098,7880.850098,0
2007-11-02,7846.910156,7864.479980,7792.370117,7849.490234,7849.490234,0
2007-11-05,7790.890137,7830.919922,7779.970215,7807.549805,7807.549805,0
2007-11-06,7823.220215,7859.950195,7821.779785,7827.189941,7827.189941,0
2007-11-07,7839.060059,7854.160156,7739.919922,7799.620117,7799.620117,0
2007-11-08,7771.560059,7844.399902,7701.870117,7819.470215,7819.470215,0
2007-11-09,7830.120117,7918.919922,7792.819824,7812.399902,7812.399902,0
2007-11-12,7780.490234,7810.600098,7766.069824,7806.839844,7806.839844,0
2007-11-13,7781.419922,7791.500000,7752.240234,7777.560059,7777.560059,0
2007-11-14,7821.419922,7866.009766,7765.509766,7783.109863,7783.109863,0
2007-11-15,7781.810059,7803.870117,7635.689941,7667.029785,7667.029785,0
2007-11-16,7635.649902,7655.959961,7564.660156,7612.259766,7612.259766,0
2007-11-19,7608.200195,7623.100098,7498.899902,7511.970215,7511.970215,0
2007-11-20,7550.350098,7634.459961,7523.669922,7630.310059,7630.310059,0
2007-11-21,7569.859863,7569.859863,7474.509766,7518.419922,7518.419922,0
2007-11-22,7538.799805,7581.129883,7488.089844,7562.100098,7562.100098,0
2007-11-23,7565.009766,7620.290039,7549.149902,7608.959961,7608.959961,0
2007-11-26,7642.100098,7674.660156,7559.700195,7567.359863,7567.359863,0
2007-11-27,7537.549805,7546.410156,7444.620117,7531.350098,7531.350098,0
2007-11-28,7552.259766,7729.000000,7536.540039,7723.660156,7723.660156,0
2007-11-29,7755.299805,7780.479980,7729.439941,7765.189941,7765.189941,0
2007-11-30,7772.439941,7894.470215,7771.770020,7870.520020,7870.520020,0
2007-12-03,7859.390137,7889.589844,7825.660156,7837.259766,7837.259766,0
2007-12-04,7841.870117,7849.939941,7785.120117,7808.939941,7808.939941,0
2007-12-05,7850.939941,7953.939941,7842.620117,7944.770020,7944.770020,0
2007-12-06,7958.180176,7998.040039,7911.479980,7940.580078,7940.580078,0
2007-12-07,7963.250000,8009.759766,7957.549805,7994.069824,7994.069824,0
2007-12-10,7972.700195,8057.689941,7955.189941,8033.359863,8033.359863,0
2007-12-11,8050.370117,8067.040039,7983.410156,8009.419922,8009.419922,0
2007-12-12,7968.930176,8117.790039,7928.120117,8076.120117,8076.120117,0
2007-12-13,8014.470215,8034.319824,7922.979980,7928.310059,7928.310059,0
2007-12-14,7949.000000,7987.290039,7873.270020,7948.359863,7948.359863,0
2007-12-17,7884.169922,7884.189941,7812.020020,7825.439941,7825.439941,0
2007-12-18,7811.080078,7942.759766,7796.100098,7850.740234,7850.740234,0
2007-12-19,7865.330078,7876.589844,7777.399902,7837.319824,7837.319824,0
2007-12-20,7842.259766,7919.049805,7842.169922,7869.189941,7869.189941,0
2007-12-21,7913.379883,8015.419922,7913.379883,8002.669922,8002.669922,0
2007-12-27,8038.729980,8073.990234,8024.770020,8038.600098,8038.600098,0
2007-12-28,8010.890137,8068.950195,7991.810059,8067.319824,8067.319824,0
2008-01-02,8045.970215,8100.640137,7925.109863,7949.109863,7949.109863,0
2008-01-03,7941.520020,7969.899902,7858.390137,7908.410156,7908.410156,0
2008-01-04,7913.529785,7914.700195,7780.270020,7808.689941,7808.689941,0
2008-01-07,7810.819824,7858.640137,7781.680176,7817.169922,7817.169922,0
2008-01-08,7844.500000,7923.439941,7831.509766,7849.990234,7849.990234,0
2008-01-09,7839.229980,7841.620117,7770.419922,7782.709961,7782.709961,0
2008-01-10,7799.109863,7830.950195,7700.850098,7713.089844,7713.089844,0
2008-01-11,7717.450195,7746.470215,7675.450195,7717.950195,7717.950195,0
2008-01-14,7692.540039,7759.169922,7683.540039,7732.020020,7732.020020,0
2008-01-15,7714.600098,7724.259766,7563.899902,7566.379883,7566.379883,0
2008-01-16,7536.479980,7555.560059,7450.379883,7471.569824,7471.569824,0
2008-01-17,7504.850098,7547.470215,7400.080078,7413.529785,7413.529785,0
2008-01-18,7417.549805,7501.040039,7287.290039,7314.169922,7314.169922,0
2008-01-21,7292.680176,7292.680176,6762.770020,6790.189941,6790.189941,0
2008-01-22,6591.390137,6877.620117,6420.709961,6769.470215,6769.470215,0
2008-01-23,6811.810059,6884.870117,6384.399902,6439.209961,6439.209961,0
2008-01-24,6550.109863,6854.979980,6550.109863,6821.069824,6821.069824,0
2008-01-25,6884.160156,7002.189941,6782.410156,6816.740234,6816.740234,0
2008-01-28,6749.290039,6827.370117,6680.299805,6818.850098,6818.850098,0
2008-01-29,6834.600098,6929.879883,6823.680176,6892.959961,6892.959961,0
2008-01-30,6886.919922,6920.770020,6822.439941,6875.350098,6875.350098,0
2008-01-31,6856.879883,6887.750000,6691.250000,6851.750000,6851.750000,0
2008-02-01,6896.189941,7037.160156,6896.189941,6968.669922,6968.669922,0
2008-02-04,7018.640137,7059.189941,6975.930176,7000.490234,7000.490234,0
2008-02-05,6998.740234,7000.049805,6744.169922,6765.250000,6765.250000,0
2008-02-06,6726.540039,6861.939941,6696.939941,6847.509766,6847.509766,0
2008-02-07,6829.069824,6839.160156,6655.649902,6733.720215,6733.720215,0
2008-02-08,6777.540039,6851.779785,6706.180176,6767.279785,6767.279785,0
2008-02-11,6723.970215,6812.209961,6690.770020,6743.540039,6743.540039,0
2008-02-12,6793.470215,6979.229980,6746.200195,6967.839844,6967.839844,0
2008-02-13,6914.209961,7007.049805,6869.939941,6973.669922,6973.669922,0
2008-02-14,7024.569824,7062.080078,6935.310059,6962.279785,6962.279785,0
2008-02-15,6966.750000,7012.629883,6797.759766,6832.430176,6832.430176,0
2008-02-18,6865.569824,6997.770020,6865.569824,6967.549805,6967.549805,0
2008-02-19,6947.680176,7079.740234,6890.930176,7002.290039,7002.290039,0
2008-02-20,6933.020020,6964.930176,6852.580078,6899.680176,6899.680176,0
2008-02-21,6928.339844,7017.859863,6881.290039,6904.850098,6904.850098,0
2008-02-22,6889.490234,6889.490234,6762.770020,6806.290039,6806.290039,0
2008-02-25,6850.919922,6922.609863,6825.120117,6882.560059,6882.560059,0
2008-02-26,6906.430176,7007.439941,6906.430176,6985.970215,6985.970215,0
2008-02-27,7007.689941,7017.700195,6881.229980,6997.850098,6997.850098,0
2008-02-28,6985.419922,6995.390137,6849.589844,6862.520020,6862.520020,0
2008-02-29,6847.899902,6864.689941,6698.549805,6748.129883,6748.129883,0
2008-03-03,6692.979980,6701.529785,6608.609863,6689.950195,6689.950195,0
2008-03-04,6692.729980,6720.160156,6516.830078,6545.040039,6545.040039,0
2008-03-05,6583.299805,6699.299805,6578.819824,6683.709961,6683.709961,0
2008-03-06,6674.740234,6683.160156,6569.600098,6591.310059,6591.310059,0
2008-03-07,6550.549805,6562.399902,6450.879883,6513.990234,6513.990234,0
2008-03-10,6487.109863,6537.390137,6414.520020,6448.080078,6448.080078,0
2008-03-11,6462.529785,6604.000000,6431.740234,6524.569824,6524.569824,0
2008-03-12,6574.520020,6666.580078,6569.359863,6599.370117,6599.370117,0
2008-03-13,6529.620117,6529.620117,6399.040039,6500.560059,6500.560059,0
2008-03-14,6500.169922,6623.419922,6391.560059,6451.899902,6451.899902,0
2008-03-17,6360.919922,6362.020020,6167.819824,6182.299805,6182.299805,0
2008-03-18,6237.629883,6417.950195,6237.629883,6393.390137,6393.390137,0
2008-03-19,6429.240234,6469.990234,6310.600098,6361.220215,6361.220215,0
2008-03-20,6331.060059,6376.240234,6270.979980,6319.990234,6319.990234,0
2008-03-25,6443.450195,6540.479980,6443.359863,6524.709961,6524.709961,0
2008-03-26,6508.430176,6538.279785,6469.000000,6489.259766,6489.259766,0
2008-03-27,6486.020020,6610.160156,6478.810059,6578.060059,6578.060059,0
2008-03-28,6587.209961,6616.450195,6535.069824,6559.899902,6559.899902,0
2008-03-31,6530.109863,6541.120117,6429.620117,6534.970215,6534.970215,0
2008-04-01,6519.020020,6734.500000,6496.939941,6720.330078,6720.330078,0
2008-04-02,6749.240234,6806.660156,6726.430176,6777.439941,6777.439941,0
2008-04-03,6788.399902,6802.620117,6695.830078,6741.720215,6741.720215,0
2008-04-04,6753.870117,6797.229980,6691.279785,6763.390137,6763.390137,0
2008-04-07,6802.549805,6843.250000,6795.060059,6821.029785,6821.029785,0
2008-04-08,6795.049805,6795.339844,6723.839844,6771.979980,6771.979980,0
2008-04-09,6751.479980,6785.060059,6705.060059,6721.359863,6721.359863,0
2008-04-10,6716.689941,6719.069824,6608.779785,6704.319824,6704.319824,0
2008-04-11,6739.180176,6768.120117,6570.740234,6603.569824,6603.569824,0
2008-04-14,6561.899902,6573.250000,6516.509766,6554.490234,6554.490234,0
2008-04-15,6581.120117,6626.879883,6524.899902,6585.049805,6585.049805,0
2008-04-16,6624.609863,6710.859863,6600.680176,6702.839844,6702.839844,0
2008-04-17,6717.279785,6743.140137,6665.009766,6681.810059,6681.810059,0
2008-04-18,6703.020020,6860.379883,6703.020020,6843.080078,6843.080078,0
2008-04-21,6840.680176,6848.649902,6749.720215,6786.549805,6786.549805,0
2008-04-22,6762.439941,6818.620117,6702.979980,6728.299805,6728.299805,0
2008-04-23,6739.649902,6813.669922,6656.859863,6795.029785,6795.029785,0
2008-04-24,6776.930176,6827.899902,6720.910156,6821.319824,6821.319824,0
2008-04-25,6855.669922,6945.250000,6848.899902,6896.580078,6896.580078,0
2008-04-28,6914.399902,6966.470215,6819.509766,6925.330078,6925.330078,0
2008-04-29,6905.419922,6909.990234,6855.109863,6885.339844,6885.339844,0
2008-04-30,6888.209961,6962.600098,6851.520020,6948.819824,6948.819824,0
2008-05-02,6982.060059,7092.819824,6971.930176,7043.229980,7043.229980,0
2008-05-05,7036.990234,7059.919922,7021.729980,7052.080078,7052.080078,0
2008-05-06,7043.649902,7062.370117,6969.160156,7017.100098,7017.100098,0
2008-05-07,7040.839844,7107.529785,7037.009766,7076.250000,7076.250000,0
2008-05-08,7037.629883,7073.450195,7013.060059,7071.899902,7071.899902,0
2008-05-09,7040.790039,7040.790039,6961.629883,7003.169922,7003.169922,0
2008-05-12,7021.290039,7064.600098,7006.419922,7035.950195,7035.950195,0
2008-05-13,7062.600098,7080.859863,7002.370117,7060.189941,7060.189941,0
2008-05-14,7081.720215,7101.490234,7001.330078,7083.240234,7083.240234,0
2008-05-15,7072.120117,7088.669922,7037.089844,7081.049805,7081.049805,0
2008-05-16,7103.839844,7205.959961,7103.839844,7156.549805,7156.549805,0
2008-05-19,7177.020020,7231.859863,7165.439941,7225.939941,7225.939941,0
2008-05-20,7188.069824,7188.979980,7108.250000,7118.500000,7118.500000,0
2008-05-21,7129.069824,7151.379883,7013.129883,7040.830078,7040.830078,0
2008-05-22,7016.209961,7090.229980,6980.540039,7070.330078,7070.330078,0
2008-05-23,7057.520020,7065.899902,6934.540039,6944.049805,6944.049805,0
2008-05-26,6923.939941,6965.189941,6917.609863,6953.839844,6953.839844,0
2008-05-27,6966.049805,7006.279785,6905.859863,6958.660156,6958.660156,0
2008-05-28,6980.689941,7082.259766,6955.140137,7033.839844,7033.839844,0
2008-05-29,7055.720215,7085.129883,7004.700195,7055.029785,7055.029785,0
2008-05-30,7065.790039,7124.609863,7063.799805,7096.790039,7096.790039,0
